Granule Name,platform,startTime,stopTime,polarization,url,Sensor,Beam Mode,Orbit,Path Number,Processing Date,Processing Level,Center Lat,Center Lon,Near Start Lat,Near Start Lon,Far Start Lat,Far Start Lon,Far End Lat,Far End Lon,Near End Lat,Near End Lon,Ascending or Descending
S1A_EW_RAW__0SDH_20220930T155214_20220930T155323_045236_056839_FD32,Sentinel-1A,2022-09-30T15:52:14Z,2022-09-30T15:53:23Z,HH+HV,https://datapool.asf.alaska.edu/RAW/SA/S1A_EW_RAW__0SDH_20220930T155214_20220930T155323_045236_056839_FD32.zip,C-SAR,EW,45236,14,2022-09-30T15:52:14Z,RAW,76.0218,-130.5898,78.506,-135.8904,74.4804,-139.7158,73.442,-126.9279,77.1644,-119.5697,DESCENDING
S1A_EW_RAW__0SDH_20220930T155214_20220930T155323_045236_056839_FD32,Sentinel-1A,2022-09-30T15:52:14Z,2022-09-30T15:53:23Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_RAW/SA/S1A_EW_RAW__0SDH_20220930T155214_20220930T155323_045236_056839_FD32.iso.xml,C-SAR,EW,45236,14,2022-09-30T15:52:14Z,METADATA_RAW,76.0218,-130.5898,78.506,-135.8904,74.4804,-139.7158,73.442,-126.9279,77.1644,-119.5697,DESCENDING
S1A_EW_OCN__2SDH_20220930T155218_20220930T155318_045236_056839_613C,Sentinel-1A,2022-09-30T15:52:18Z,2022-09-30T15:53:18Z,HH+HV,https://datapool.asf.alaska.edu/OCN/SA/S1A_EW_OCN__2SDH_20220930T155218_20220930T155318_045236_056839_613C.zip,C-SAR,EW,45236,14,2022-09-30T15:52:18Z,OCN,76.0876,-130.6703,76.972282,-120.108109,78.351463,-136.408417,74.832588,-139.756622,73.707825,-126.5989,DESCENDING
S1A_EW_OCN__2SDH_20220930T155218_20220930T155318_045236_056839_613C,Sentinel-1A,2022-09-30T15:52:18Z,2022-09-30T15:53:18Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_OCN/SA/S1A_EW_OCN__2SDH_20220930T155218_20220930T155318_045236_056839_613C.iso.xml,C-SAR,EW,45236,14,2022-09-30T15:52:18Z,METADATA_OCN,76.0876,-130.6703,76.972282,-120.108109,78.351463,-136.408417,74.832588,-139.756622,73.707825,-126.5989,DESCENDING
S1A_EW_GRDM_1SDH_20220930T155218_20220930T155318_045236_056839_D126,Sentinel-1A,2022-09-30T15:52:18Z,2022-09-30T15:53:18Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_GRD_MD/SA/S1A_EW_GRDM_1SDH_20220930T155218_20220930T155318_045236_056839_D126.iso.xml,C-SAR,EW,45236,14,2022-09-30T15:52:18Z,METADATA_GRD_MD,76.0874,-130.6698,76.972038,-120.107437,78.351311,-136.408005,74.832436,-139.756287,73.707596,-126.598274,DESCENDING
S1A_EW_GRDM_1SDH_20220930T155218_20220930T155318_045236_056839_D126,Sentinel-1A,2022-09-30T15:52:18Z,2022-09-30T15:53:18Z,HH+HV,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20220930T155218_20220930T155318_045236_056839_D126.zip,C-SAR,EW,45236,14,2022-09-30T15:52:18Z,GRD_MD,76.0874,-130.6698,76.972038,-120.107437,78.351311,-136.408005,74.832436,-139.756287,73.707596,-126.598274,DESCENDING
S1A_EW_RAW__0SDH_20220930T155114_20220930T155223_045236_056839_CADA,Sentinel-1A,2022-09-30T15:51:14Z,2022-09-30T15:52:23Z,HH+HV,https://datapool.asf.alaska.edu/RAW/SA/S1A_EW_RAW__0SDH_20220930T155114_20220930T155223_045236_056839_CADA.zip,C-SAR,EW,45236,14,2022-09-30T15:51:14Z,RAW,79.396,-124.0797,81.9861,-129.8182,78.0247,-136.4666,76.729,-120.6558,80.1791,-108.9341,DESCENDING
S1A_EW_RAW__0SDH_20220930T155114_20220930T155223_045236_056839_CADA,Sentinel-1A,2022-09-30T15:51:14Z,2022-09-30T15:52:23Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_RAW/SA/S1A_EW_RAW__0SDH_20220930T155114_20220930T155223_045236_056839_CADA.iso.xml,C-SAR,EW,45236,14,2022-09-30T15:51:14Z,METADATA_RAW,79.396,-124.0797,81.9861,-129.8182,78.0247,-136.4666,76.729,-120.6558,80.1791,-108.9341,DESCENDING
S1A_EW_OCN__2SDH_20220930T155114_20220930T155218_045236_056839_3062,Sentinel-1A,2022-09-30T15:51:14Z,2022-09-30T15:52:18Z,HH+HV,https://datapool.asf.alaska.edu/OCN/SA/S1A_EW_OCN__2SDH_20220930T155114_20220930T155218_045236_056839_3062.zip,C-SAR,EW,45236,14,2022-09-30T15:51:14Z,OCN,79.5625,-123.83,80.200089,-108.837082,82.059914,-130.044998,78.351738,-136.409241,76.972481,-120.107613,DESCENDING
S1A_EW_OCN__2SDH_20220930T155114_20220930T155218_045236_056839_3062,Sentinel-1A,2022-09-30T15:51:14Z,2022-09-30T15:52:18Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_OCN/SA/S1A_EW_OCN__2SDH_20220930T155114_20220930T155218_045236_056839_3062.iso.xml,C-SAR,EW,45236,14,2022-09-30T15:51:14Z,METADATA_OCN,79.5625,-123.83,80.200089,-108.837082,82.059914,-130.044998,78.351738,-136.409241,76.972481,-120.107613,DESCENDING
S1A_EW_GRDM_1SDH_20220930T155114_20220930T155218_045236_056839_781B,Sentinel-1A,2022-09-30T15:51:14Z,2022-09-30T15:52:18Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_GRD_MD/SA/S1A_EW_GRDM_1SDH_20220930T155114_20220930T155218_045236_056839_781B.iso.xml,C-SAR,EW,45236,14,2022-09-30T15:51:14Z,METADATA_GRD_MD,79.5627,-123.8289,80.200279,-108.834221,82.060341,-130.044052,78.351746,-136.409317,76.972359,-120.106636,DESCENDING
S1A_EW_GRDM_1SDH_20220930T155114_20220930T155218_045236_056839_781B,Sentinel-1A,2022-09-30T15:51:14Z,2022-09-30T15:52:18Z,HH+HV,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20220930T155114_20220930T155218_045236_056839_781B.zip,C-SAR,EW,45236,14,2022-09-30T15:51:14Z,GRD_MD,79.5627,-123.8289,80.200279,-108.834221,82.060341,-130.044052,78.351746,-136.409317,76.972359,-120.106636,DESCENDING
S1A_IW_RAW__0SDH_20220930T141427_20220930T141459_045235_05682F_BCBD,Sentinel-1A,2022-09-30T14:14:27Z,2022-09-30T14:14:59Z,HH+HV,https://datapool.asf.alaska.edu/RAW/SA/S1A_IW_RAW__0SDH_20220930T141427_20220930T141459_045235_05682F_BCBD.zip,C-SAR,IW,45235,13,2022-09-30T14:14:27Z,RAW,73.8979,-110.7107,75.0977,-113.908,73.1778,-115.3485,72.6523,-107.966,74.5147,-105.6837,DESCENDING
S1A_IW_RAW__0SDH_20220930T141427_20220930T141459_045235_05682F_BCBD,Sentinel-1A,2022-09-30T14:14:27Z,2022-09-30T14:14:59Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_RAW/SA/S1A_IW_RAW__0SDH_20220930T141427_20220930T141459_045235_05682F_BCBD.iso.xml,C-SAR,IW,45235,13,2022-09-30T14:14:27Z,METADATA_RAW,73.8979,-110.7107,75.0977,-113.908,73.1778,-115.3485,72.6523,-107.966,74.5147,-105.6837,DESCENDING
S1A_IW_SLC__1SDH_20220930T141430_20220930T141457_045235_05682F_0B07,Sentinel-1A,2022-09-30T14:14:30Z,2022-09-30T14:14:57Z,HH+HV,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDH_20220930T141430_20220930T141457_045235_05682F_0B07.zip,C-SAR,IW,45235,13,2022-09-30T14:14:30Z,SLC,73.9881,-110.7858,74.422462,-105.903847,75.044685,-114.196686,73.456329,-115.391724,72.878685,-107.814568,DESCENDING
S1A_IW_SLC__1SDH_20220930T141430_20220930T141457_045235_05682F_0B07,Sentinel-1A,2022-09-30T14:14:30Z,2022-09-30T14:14:57Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_SLC/SA/S1A_IW_SLC__1SDH_20220930T141430_20220930T141457_045235_05682F_0B07.iso.xml,C-SAR,IW,45235,13,2022-09-30T14:14:30Z,METADATA_SLC,73.9881,-110.7858,74.422462,-105.903847,75.044685,-114.196686,73.456329,-115.391724,72.878685,-107.814568,DESCENDING
S1A_IW_RAW__0SDH_20220930T141402_20220930T141434_045235_05682F_90E2,Sentinel-1A,2022-09-30T14:14:02Z,2022-09-30T14:14:34Z,HH+HV,https://datapool.asf.alaska.edu/RAW/SA/S1A_IW_RAW__0SDH_20220930T141402_20220930T141434_045235_05682F_90E2.zip,C-SAR,IW,45235,13,2022-09-30T14:14:02Z,RAW,75.356,-109.1372,76.5734,-112.5663,74.6599,-114.263,74.0913,-106.2468,75.9351,-103.5569,DESCENDING
S1A_IW_RAW__0SDH_20220930T141402_20220930T141434_045235_05682F_90E2,Sentinel-1A,2022-09-30T14:14:02Z,2022-09-30T14:14:34Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_RAW/SA/S1A_IW_RAW__0SDH_20220930T141402_20220930T141434_045235_05682F_90E2.iso.xml,C-SAR,IW,45235,13,2022-09-30T14:14:02Z,METADATA_RAW,75.356,-109.1372,76.5734,-112.5663,74.6599,-114.263,74.0913,-106.2468,75.9351,-103.5569,DESCENDING
S1A_IW_SLC__1SDH_20220930T141405_20220930T141432_045235_05682F_047E,Sentinel-1A,2022-09-30T14:14:05Z,2022-09-30T14:14:32Z,HH+HV,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDH_20220930T141405_20220930T141432_045235_05682F_047E.zip,C-SAR,IW,45235,13,2022-09-30T14:14:05Z,SLC,75.4294,-109.2298,75.829956,-103.834717,76.502205,-112.904007,74.91906,-114.307373,74.30159,-106.081161,DESCENDING
S1A_IW_SLC__1SDH_20220930T141405_20220930T141432_045235_05682F_047E,Sentinel-1A,2022-09-30T14:14:05Z,2022-09-30T14:14:32Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_SLC/SA/S1A_IW_SLC__1SDH_20220930T141405_20220930T141432_045235_05682F_047E.iso.xml,C-SAR,IW,45235,13,2022-09-30T14:14:05Z,METADATA_SLC,75.4294,-109.2298,75.829956,-103.834717,76.502205,-112.904007,74.91906,-114.307373,74.30159,-106.081161,DESCENDING
S1A_IW_OCN__2SDH_20220930T141406_20220930T141431_045235_05682F_BADD,Sentinel-1A,2022-09-30T14:14:06Z,2022-09-30T14:14:31Z,HH+HV,https://datapool.asf.alaska.edu/OCN/SA/S1A_IW_OCN__2SDH_20220930T141406_20220930T141431_045235_05682F_BADD.zip,C-SAR,IW,45235,13,2022-09-30T14:14:06Z,OCN,75.4355,-109.2231,75.779388,-103.903625,76.451424,-112.967247,74.984169,-114.270958,74.362831,-105.987183,DESCENDING
S1A_IW_OCN__2SDH_20220930T141406_20220930T141431_045235_05682F_BADD,Sentinel-1A,2022-09-30T14:14:06Z,2022-09-30T14:14:31Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_OCN/SA/S1A_IW_OCN__2SDH_20220930T141406_20220930T141431_045235_05682F_BADD.iso.xml,C-SAR,IW,45235,13,2022-09-30T14:14:06Z,METADATA_OCN,75.4355,-109.2231,75.779388,-103.903625,76.451424,-112.967247,74.984169,-114.270958,74.362831,-105.987183,DESCENDING
S1A_IW_GRDH_1SDH_20220930T141406_20220930T141431_045235_05682F_08E1,Sentinel-1A,2022-09-30T14:14:06Z,2022-09-30T14:14:31Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDH_20220930T141406_20220930T141431_045235_05682F_08E1.iso.xml,C-SAR,IW,45235,13,2022-09-30T14:14:06Z,METADATA_GRD_HD,75.4355,-109.2231,75.779388,-103.903625,76.451424,-112.967247,74.984169,-114.270958,74.362831,-105.987183,DESCENDING
S1A_IW_GRDH_1SDH_20220930T141406_20220930T141431_045235_05682F_08E1,Sentinel-1A,2022-09-30T14:14:06Z,2022-09-30T14:14:31Z,HH+HV,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20220930T141406_20220930T141431_045235_05682F_08E1.zip,C-SAR,IW,45235,13,2022-09-30T14:14:06Z,GRD_HD,75.4355,-109.2231,75.779388,-103.903625,76.451424,-112.967247,74.984169,-114.270958,74.362831,-105.987183,DESCENDING
S1A_IW_RAW__0SDH_20220930T141337_20220930T141409_045235_05682F_13B1,Sentinel-1A,2022-09-30T14:13:37Z,2022-09-30T14:14:09Z,HH+HV,https://datapool.asf.alaska.edu/RAW/SA/S1A_IW_RAW__0SDH_20220930T141337_20220930T141409_045235_05682F_13B1.zip,C-SAR,IW,45235,13,2022-09-30T14:13:37Z,RAW,76.8034,-107.2606,78.0422,-110.9437,76.1372,-112.9887,75.5165,-104.2259,77.3356,-100.9989,DESCENDING
S1A_IW_RAW__0SDH_20220930T141337_20220930T141409_045235_05682F_13B1,Sentinel-1A,2022-09-30T14:13:37Z,2022-09-30T14:14:09Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_RAW/SA/S1A_IW_RAW__0SDH_20220930T141337_20220930T141409_045235_05682F_13B1.iso.xml,C-SAR,IW,45235,13,2022-09-30T14:13:37Z,METADATA_RAW,76.8034,-107.2606,78.0422,-110.9437,76.1372,-112.9887,75.5165,-104.2259,77.3356,-100.9989,DESCENDING
S1A_IW_SLC__1SDH_20220930T141340_20220930T141407_045235_05682F_A6E0,Sentinel-1A,2022-09-30T14:13:40Z,2022-09-30T14:14:07Z,HH+HV,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDH_20220930T141340_20220930T141407_045235_05682F_A6E0.zip,C-SAR,IW,45235,13,2022-09-30T14:13:40Z,SLC,76.8582,-107.3531,77.215446,-101.324821,77.952126,-111.328575,76.375633,-113.017029,75.707329,-104.015533,DESCENDING
S1A_IW_SLC__1SDH_20220930T141340_20220930T141407_045235_05682F_A6E0,Sentinel-1A,2022-09-30T14:13:40Z,2022-09-30T14:14:07Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_SLC/SA/S1A_IW_SLC__1SDH_20220930T141340_20220930T141407_045235_05682F_A6E0.iso.xml,C-SAR,IW,45235,13,2022-09-30T14:13:40Z,METADATA_SLC,76.8582,-107.3531,77.215446,-101.324821,77.952126,-111.328575,76.375633,-113.017029,75.707329,-104.015533,DESCENDING
S1A_IW_OCN__2SDH_20220930T141341_20220930T141406_045235_05682F_5E69,Sentinel-1A,2022-09-30T14:13:41Z,2022-09-30T14:14:06Z,HH+HV,https://datapool.asf.alaska.edu/OCN/SA/S1A_IW_OCN__2SDH_20220930T141341_20220930T141406_045235_05682F_5E69.zip,C-SAR,IW,45235,13,2022-09-30T14:13:41Z,OCN,76.8755,-107.3414,77.176994,-101.404984,77.912506,-111.398872,76.451614,-112.969025,75.779472,-103.903488,DESCENDING
S1A_IW_OCN__2SDH_20220930T141341_20220930T141406_045235_05682F_5E69,Sentinel-1A,2022-09-30T14:13:41Z,2022-09-30T14:14:06Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_OCN/SA/S1A_IW_OCN__2SDH_20220930T141341_20220930T141406_045235_05682F_5E69.iso.xml,C-SAR,IW,45235,13,2022-09-30T14:13:41Z,METADATA_OCN,76.8755,-107.3414,77.176994,-101.404984,77.912506,-111.398872,76.451614,-112.969025,75.779472,-103.903488,DESCENDING
S1A_IW_GRDH_1SDH_20220930T141341_20220930T141406_045235_05682F_D3EC,Sentinel-1A,2022-09-30T14:13:41Z,2022-09-30T14:14:06Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDH_20220930T141341_20220930T141406_045235_05682F_D3EC.iso.xml,C-SAR,IW,45235,13,2022-09-30T14:13:41Z,METADATA_GRD_HD,76.8755,-107.3414,77.176994,-101.404984,77.912506,-111.398872,76.451614,-112.969025,75.779472,-103.903488,DESCENDING
S1A_IW_GRDH_1SDH_20220930T141341_20220930T141406_045235_05682F_D3EC,Sentinel-1A,2022-09-30T14:13:41Z,2022-09-30T14:14:06Z,HH+HV,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20220930T141341_20220930T141406_045235_05682F_D3EC.zip,C-SAR,IW,45235,13,2022-09-30T14:13:41Z,GRD_HD,76.8755,-107.3414,77.176994,-101.404984,77.912506,-111.398872,76.451614,-112.969025,75.779472,-103.903488,DESCENDING
S1A_IW_RAW__0SDH_20220930T141312_20220930T141344_045235_05682F_DCA8,Sentinel-1A,2022-09-30T14:13:12Z,2022-09-30T14:13:44Z,HH+HV,https://datapool.asf.alaska.edu/RAW/SA/S1A_IW_RAW__0SDH_20220930T141312_20220930T141344_045235_05682F_DCA8.zip,C-SAR,IW,45235,13,2022-09-30T14:13:12Z,RAW,78.2366,-104.9723,79.5014,-108.9241,77.6083,-111.459,76.9236,-101.8087,78.709,-97.8592,DESCENDING
S1A_IW_RAW__0SDH_20220930T141312_20220930T141344_045235_05682F_DCA8,Sentinel-1A,2022-09-30T14:13:12Z,2022-09-30T14:13:44Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_RAW/SA/S1A_IW_RAW__0SDH_20220930T141312_20220930T141344_045235_05682F_DCA8.iso.xml,C-SAR,IW,45235,13,2022-09-30T14:13:12Z,METADATA_RAW,78.2366,-104.9723,79.5014,-108.9241,77.6083,-111.459,76.9236,-101.8087,78.709,-97.8592,DESCENDING
S1A_IW_SLC__1SDH_20220930T141314_20220930T141342_045235_05682F_AFC8,Sentinel-1A,2022-09-30T14:13:14Z,2022-09-30T14:13:42Z,HH+HV,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDH_20220930T141314_20220930T141342_045235_05682F_AFC8.zip,C-SAR,IW,45235,13,2022-09-30T14:13:14Z,SLC,78.3013,-105.0356,78.628395,-98.1455,79.448944,-109.306931,77.826927,-111.477135,77.096359,-101.560562,DESCENDING
S1A_IW_SLC__1SDH_20220930T141314_20220930T141342_045235_05682F_AFC8,Sentinel-1A,2022-09-30T14:13:14Z,2022-09-30T14:13:42Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_SLC/SA/S1A_IW_SLC__1SDH_20220930T141314_20220930T141342_045235_05682F_AFC8.iso.xml,C-SAR,IW,45235,13,2022-09-30T14:13:14Z,METADATA_SLC,78.3013,-105.0356,78.628395,-98.1455,79.448944,-109.306931,77.826927,-111.477135,77.096359,-101.560562,DESCENDING
S1A_IW_OCN__2SDH_20220930T141316_20220930T141341_045235_05682F_1254,Sentinel-1A,2022-09-30T14:13:16Z,2022-09-30T14:13:41Z,HH+HV,https://datapool.asf.alaska.edu/OCN/SA/S1A_IW_OCN__2SDH_20220930T141316_20220930T141341_045235_05682F_1254.zip,C-SAR,IW,45235,13,2022-09-30T14:13:16Z,OCN,78.3013,-105.0483,78.548836,-98.351189,79.364746,-109.458931,77.912682,-111.400429,77.177078,-101.404823,DESCENDING
S1A_IW_OCN__2SDH_20220930T141316_20220930T141341_045235_05682F_1254,Sentinel-1A,2022-09-30T14:13:16Z,2022-09-30T14:13:41Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_OCN/SA/S1A_IW_OCN__2SDH_20220930T141316_20220930T141341_045235_05682F_1254.iso.xml,C-SAR,IW,45235,13,2022-09-30T14:13:16Z,METADATA_OCN,78.3013,-105.0483,78.548836,-98.351189,79.364746,-109.458931,77.912682,-111.400429,77.177078,-101.404823,DESCENDING
S1A_IW_GRDH_1SDH_20220930T141316_20220930T141341_045235_05682F_43B3,Sentinel-1A,2022-09-30T14:13:16Z,2022-09-30T14:13:41Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDH_20220930T141316_20220930T141341_045235_05682F_43B3.iso.xml,C-SAR,IW,45235,13,2022-09-30T14:13:16Z,METADATA_GRD_HD,78.3013,-105.0483,78.548836,-98.351189,79.364746,-109.458931,77.912682,-111.400429,77.177078,-101.404823,DESCENDING
S1A_IW_GRDH_1SDH_20220930T141316_20220930T141341_045235_05682F_43B3,Sentinel-1A,2022-09-30T14:13:16Z,2022-09-30T14:13:41Z,HH+HV,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20220930T141316_20220930T141341_045235_05682F_43B3.zip,C-SAR,IW,45235,13,2022-09-30T14:13:16Z,GRD_HD,78.3013,-105.0483,78.548836,-98.351189,79.364746,-109.458931,77.912682,-111.400429,77.177078,-101.404823,DESCENDING
S1A_IW_RAW__0SDH_20220930T141247_20220930T141319_045235_05682F_D47E,Sentinel-1A,2022-09-30T14:12:47Z,2022-09-30T14:13:19Z,HH+HV,https://datapool.asf.alaska.edu/RAW/SA/S1A_IW_RAW__0SDH_20220930T141247_20220930T141319_045235_05682F_D47E.zip,C-SAR,IW,45235,13,2022-09-30T14:12:47Z,RAW,79.6496,-102.1083,80.9465,-106.3205,79.0708,-109.5724,78.3059,-98.8604,80.0441,-93.9164,DESCENDING
S1A_IW_RAW__0SDH_20220930T141247_20220930T141319_045235_05682F_D47E,Sentinel-1A,2022-09-30T14:12:47Z,2022-09-30T14:13:19Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_RAW/SA/S1A_IW_RAW__0SDH_20220930T141247_20220930T141319_045235_05682F_D47E.iso.xml,C-SAR,IW,45235,13,2022-09-30T14:12:47Z,METADATA_RAW,79.6496,-102.1083,80.9465,-106.3205,79.0708,-109.5724,78.3059,-98.8604,80.0441,-93.9164,DESCENDING
S1A_IW_SLC__1SDH_20220930T141247_20220930T141317_045235_05682F_37AC,Sentinel-1A,2022-09-30T14:12:47Z,2022-09-30T14:13:17Z,HH+HV,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDH_20220930T141247_20220930T141317_045235_05682F_37AC.zip,C-SAR,IW,45235,13,2022-09-30T14:12:47Z,SLC,79.7969,-101.9568,80.095718,-93.816399,81.034271,-106.4776,79.317642,-109.505051,78.505348,-98.454353,DESCENDING
S1A_IW_SLC__1SDH_20220930T141247_20220930T141317_045235_05682F_37AC,Sentinel-1A,2022-09-30T14:12:47Z,2022-09-30T14:13:17Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_SLC/SA/S1A_IW_SLC__1SDH_20220930T141247_20220930T141317_045235_05682F_37AC.iso.xml,C-SAR,IW,45235,13,2022-09-30T14:12:47Z,METADATA_SLC,79.7969,-101.9568,80.095718,-93.816399,81.034271,-106.4776,79.317642,-109.505051,78.505348,-98.454353,DESCENDING
S1A_IW_OCN__2SDH_20220930T141247_20220930T141316_045235_05682F_E7BD,Sentinel-1A,2022-09-30T14:12:47Z,2022-09-30T14:13:16Z,HH+HV,https://datapool.asf.alaska.edu/OCN/SA/S1A_IW_OCN__2SDH_20220930T141247_20220930T141316_045235_05682F_E7BD.zip,C-SAR,IW,45235,13,2022-09-30T14:12:47Z,OCN,79.8205,-101.9303,80.097977,-93.846336,81.036201,-106.529457,79.364929,-109.46067,78.54892,-98.350983,DESCENDING
S1A_IW_OCN__2SDH_20220930T141247_20220930T141316_045235_05682F_E7BD,Sentinel-1A,2022-09-30T14:12:47Z,2022-09-30T14:13:16Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_OCN/SA/S1A_IW_OCN__2SDH_20220930T141247_20220930T141316_045235_05682F_E7BD.iso.xml,C-SAR,IW,45235,13,2022-09-30T14:12:47Z,METADATA_OCN,79.8205,-101.9303,80.097977,-93.846336,81.036201,-106.529457,79.364929,-109.46067,78.54892,-98.350983,DESCENDING
S1A_IW_GRDH_1SDH_20220930T141247_20220930T141316_045235_05682F_6F13,Sentinel-1A,2022-09-30T14:12:47Z,2022-09-30T14:13:16Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDH_20220930T141247_20220930T141316_045235_05682F_6F13.iso.xml,C-SAR,IW,45235,13,2022-09-30T14:12:47Z,METADATA_GRD_HD,79.8205,-101.9303,80.097977,-93.846336,81.036201,-106.529457,79.364929,-109.46067,78.54892,-98.350983,DESCENDING
S1A_IW_GRDH_1SDH_20220930T141247_20220930T141316_045235_05682F_6F13,Sentinel-1A,2022-09-30T14:12:47Z,2022-09-30T14:13:16Z,HH+HV,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20220930T141247_20220930T141316_045235_05682F_6F13.zip,C-SAR,IW,45235,13,2022-09-30T14:12:47Z,GRD_HD,79.8205,-101.9303,80.097977,-93.846336,81.036201,-106.529457,79.364929,-109.46067,78.54892,-98.350983,DESCENDING
S1A_EW_RAW__0SDH_20220930T123457_20220930T123605_045234_056829_7124,Sentinel-1A,2022-09-30T12:34:57Z,2022-09-30T12:36:05Z,HH+HV,https://datapool.asf.alaska.edu/RAW/SA/S1A_EW_RAW__0SDH_20220930T123457_20220930T123605_045234_056829_7124.zip,C-SAR,EW,45234,12,2022-09-30T12:34:57Z,RAW,75.3519,-82.163,77.8202,-87.3321,73.7872,-90.8388,72.7869,-78.5198,76.5434,-71.7298,DESCENDING
S1A_EW_RAW__0SDH_20220930T123457_20220930T123605_045234_056829_7124,Sentinel-1A,2022-09-30T12:34:57Z,2022-09-30T12:36:05Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_RAW/SA/S1A_EW_RAW__0SDH_20220930T123457_20220930T123605_045234_056829_7124.iso.xml,C-SAR,EW,45234,12,2022-09-30T12:34:57Z,METADATA_RAW,75.3519,-82.163,77.8202,-87.3321,73.7872,-90.8388,72.7869,-78.5198,76.5434,-71.7298,DESCENDING
S1A_EW_SLC__1SDH_20220930T123500_20220930T123602_045234_056829_A381,Sentinel-1A,2022-09-30T12:35:00Z,2022-09-30T12:36:02Z,HH+HV,https://datapool.asf.alaska.edu/SLC/SA/S1A_EW_SLC__1SDH_20220930T123500_20220930T123602_045234_056829_A381.zip,C-SAR,EW,45234,12,2022-09-30T12:35:00Z,SLC,75.4118,-82.1267,76.387901,-71.861275,77.739532,-87.727875,74.072029,-90.906021,72.967041,-78.136353,DESCENDING
S1A_EW_SLC__1SDH_20220930T123500_20220930T123602_045234_056829_A381,Sentinel-1A,2022-09-30T12:35:00Z,2022-09-30T12:36:02Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_SLC/SA/S1A_EW_SLC__1SDH_20220930T123500_20220930T123602_045234_056829_A381.iso.xml,C-SAR,EW,45234,12,2022-09-30T12:35:00Z,METADATA_SLC,75.4118,-82.1267,76.387901,-71.861275,77.739532,-87.727875,74.072029,-90.906021,72.967041,-78.136353,DESCENDING
S1A_EW_OCN__2SDH_20220930T123501_20220930T123601_045234_056829_A167,Sentinel-1A,2022-09-30T12:35:01Z,2022-09-30T12:36:01Z,HH+HV,https://datapool.asf.alaska.edu/OCN/SA/S1A_EW_OCN__2SDH_20220930T123501_20220930T123601_045234_056829_A167.zip,C-SAR,EW,45234,12,2022-09-30T12:35:01Z,OCN,75.4181,-82.1753,76.3265,-72.009979,77.672859,-87.828163,74.151146,-90.962845,73.044182,-78.094093,DESCENDING
S1A_EW_OCN__2SDH_20220930T123501_20220930T123601_045234_056829_A167,Sentinel-1A,2022-09-30T12:35:01Z,2022-09-30T12:36:01Z,HH+HV,https://datapool.asf.alaska.edu/METADATA_OCN/SA/S1A_EW_OCN__2SDH_20220930T123501_20220930T123601_045234_056829_A167.iso.xml,C-SAR,EW,45234,12,2022-09-30T12:35:01Z,METADATA_OCN,75.4181,-82.1753,76.3265,-72.009979,77.672859,-87.828163,74.151146,-90.962845,73.044182,-78.094093,DESCENDING
