sceneName,s1_start,s1_end,s1_url,cs2_path,cs2_time_min,cs2_time_max,num_matched_points
S1A_EW_GRDM_1SDH_20230614T142248_20230614T142348_048983_05E3F6_0FE2,2023-06-14 14:22:48,2023-06-14 14:23:48,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230614T142248_20230614T142348_048983_05E3F6_0FE2.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230614T135248_20230614T135637_E001.nc,2023-06-14 13:54:59.934468992,2023-06-14 13:55:25.121023104,29
S1A_EW_GRDM_1SDH_20230614T142148_20230614T142248_048983_05E3F6_1872,2023-06-14 14:21:48,2023-06-14 14:22:48,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230614T142148_20230614T142248_048983_05E3F6_1872.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230614T135248_20230614T135637_E001.nc,2023-06-14 13:55:26.020781056,2023-06-14 13:56:33.521918976,76
S1A_EW_GRDM_1SDH_20230614T142043_20230614T142148_048983_05E3F6_3E80,2023-06-14 14:20:43,2023-06-14 14:21:48,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230614T142043_20230614T142148_048983_05E3F6_3E80.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230614T135248_20230614T135637_E001.nc,2023-06-14 13:56:34.422281984,2023-06-14 13:57:05.038241024,35
S1A_IW_GRDH_1SDH_20230614T124332_20230614T124357_048982_05E3EF_0A85,2023-06-14 12:43:32,2023-06-14 12:43:57,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230614T124332_20230614T124357_048982_05E3EF_0A85.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230614T121413_20230614T121814_E001.nc,2023-06-14 12:16:31.655516928,2023-06-14 12:16:46.029411968,17
S1A_IW_GRDH_1SDH_20230614T124307_20230614T124332_048982_05E3EF_1F90,2023-06-14 12:43:07,2023-06-14 12:43:32,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230614T124307_20230614T124332_048982_05E3EF_1F90.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230614T121413_20230614T121814_E001.nc,2023-06-14 12:16:46.929595008,2023-06-14 12:17:14.819937920,32
S1A_IW_GRDH_1SDH_20230614T124242_20230614T124307_048982_05E3EF_EF86,2023-06-14 12:42:42,2023-06-14 12:43:07,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230614T124242_20230614T124307_048982_05E3EF_EF86.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230614T121413_20230614T121814_E001.nc,2023-06-14 12:17:15.719699072,2023-06-14 12:17:43.606906112,32
S1A_IW_GRDH_1SDH_20230614T124217_20230614T124242_048982_05E3EF_0C40,2023-06-14 12:42:17,2023-06-14 12:42:42,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230614T124217_20230614T124242_048982_05E3EF_0C40.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230614T121413_20230614T121814_E001.nc,2023-06-14 12:17:44.506777984,2023-06-14 12:17:49.009134080,6
S1A_EW_GRDM_1SDH_20230613T120119_20230613T120224_048967_05E379_A4FA,2023-06-13 12:01:19,2023-06-13 12:02:24,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230613T120119_20230613T120224_048967_05E379_A4FA.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230613T112737_20230613T112952_E001.nc,2023-06-13 11:28:14.043200000,2023-06-13 11:29:16.152793984,70
S1A_EW_GRDM_1SDH_20230612T143817_20230612T143916_048954_05E308_B629,2023-06-12 14:38:17,2023-06-12 14:39:16,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230612T143817_20230612T143916_048954_05E308_B629.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230612T135444_20230612T135833_E001.nc,2023-06-12 13:57:35.510406912,2023-06-12 13:58:17.815479936,48
S1A_EW_GRDM_1SDH_20230612T143712_20230612T143817_048954_05E308_1EB8,2023-06-12 14:37:12,2023-06-12 14:38:17,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230612T143712_20230612T143817_048954_05E308_1EB8.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230612T135444_20230612T135833_E001.nc,2023-06-12 13:58:18.715859968,2023-06-12 13:59:10.046980992,58
S1A_IW_GRDH_1SDH_20230612T125923_20230612T125948_048953_05E301_C16A,2023-06-12 12:59:23,2023-06-12 12:59:48,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230612T125923_20230612T125948_048953_05E301_C16A.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230612T121557_20230612T122011_E001.nc,2023-06-12 12:19:01.875725056,2023-06-12 12:19:15.373340032,16
S1A_IW_GRDH_1SDH_20230612T125858_20230612T125923_048953_05E301_EB6E,2023-06-12 12:58:58,2023-06-12 12:59:23,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230612T125858_20230612T125923_048953_05E301_EB6E.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230612T121557_20230612T122011_E001.nc,2023-06-12 12:19:16.273224960,2023-06-12 12:19:44.175353088,32
S1A_IW_GRDH_1SDH_20230612T125833_20230612T125858_048953_05E301_4443,2023-06-12 12:58:33,2023-06-12 12:58:58,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230612T125833_20230612T125858_048953_05E301_4443.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230612T121557_20230612T122011_E001.nc,2023-06-12 12:19:45.075911040,2023-06-12 12:20:09.384593024,28
S1A_EW_GRDM_1SDH_20230611T121733_20230611T121837_048938_05E287_B229,2023-06-11 12:17:33,2023-06-11 12:18:37,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230611T121733_20230611T121837_048938_05E287_B229.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230611T112932_20230611T113148_E001.nc,2023-06-11 11:30:09.424388096,2023-06-11 11:31:19.614496000,79
S1A_IW_GRDH_1SDH_20230610T145411_20230610T145440_048925_05E22F_071F,2023-06-10 14:54:11,2023-06-10 14:54:40,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230610T145411_20230610T145440_048925_05E22F_071F.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230610T135640_20230610T140030_E001.nc,2023-06-10 14:00:38.172753024,2023-06-10 14:00:46.280019968,10
S1A_IW_GRDH_1SDH_20230610T131529_20230610T131558_048924_05E229_0AD8,2023-06-10 13:15:29,2023-06-10 13:15:58,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230610T131529_20230610T131558_048924_05E229_0AD8.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230610T121742_20230610T122208_E001.nc,2023-06-10 12:21:23.819586048,2023-06-10 12:21:28.321998976,6
S1A_IW_GRDH_1SDH_20230610T113610_20230610T113635_048923_05E222_CF59,2023-06-10 11:36:10,2023-06-10 11:36:35,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230610T113610_20230610T113635_048923_05E222_CF59.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230610T104153_20230610T104313_E001.nc,2023-06-10 10:42:30.191543040,2023-06-10 10:42:56.307975040,30
S1A_IW_GRDH_1SDH_20230610T113545_20230610T113610_048923_05E222_FCD9,2023-06-10 11:35:45,2023-06-10 11:36:10,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230610T113545_20230610T113610_048923_05E222_FCD9.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230610T104153_20230610T104313_E001.nc,2023-06-10 10:42:57.208979968,2023-06-10 10:43:10.717869056,16
S1A_IW_GRDH_1SDH_20230609T141246_20230609T141315_048910_05E1B4_FA05,2023-06-09 14:12:46,2023-06-09 14:13:15,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230609T141246_20230609T141315_048910_05E1B4_FA05.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230609T130758_20230609T131213_E001.nc,2023-06-09 13:12:09.577785984,2023-06-09 13:12:23.991927936,17
S1A_EW_GRDM_1SDH_20230609T123355_20230609T123500_048909_05E1AF_4FA4,2023-06-09 12:33:55,2023-06-09 12:35:00,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230609T123355_20230609T123500_048909_05E1AF_4FA4.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230609T113128_20230609T113343_E001.nc,2023-06-09 11:32:18.944983936,2023-06-09 11:33:12.955430016,61
S1A_EW_GRDM_1SDH_20230607T143101_20230607T143201_048881_05E0D3_2C71,2023-06-07 14:31:01,2023-06-07 14:32:01,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230607T143101_20230607T143201_048881_05E0D3_2C71.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230607T144638_20230607T145233_E001.nc,2023-06-07 14:50:50.713894016,2023-06-07 14:51:54.620601984,72
S1A_EW_GRDM_1SDH_20230607T143001_20230607T143101_048881_05E0D3_4DE0,2023-06-07 14:30:01,2023-06-07 14:31:01,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230607T143001_20230607T143101_048881_05E0D3_4DE0.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230607T144638_20230607T145233_E001.nc,2023-06-07 14:51:55.521213952,2023-06-07 14:52:35.146636928,45
S1A_EW_GRDM_1SDH_20230607T142857_20230607T143001_048881_05E0D3_655D,2023-06-07 14:28:57,2023-06-07 14:30:01,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230607T142857_20230607T143001_048881_05E0D3_655D.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230607T130948_20230607T131410_E001.nc,2023-06-07 13:13:49.820577920,2023-06-07 13:14:27.663675008,43
S1A_EW_GRDM_1SDH_20230607T125117_20230607T125217_048880_05E0CD_50FD,2023-06-07 12:51:17,2023-06-07 12:52:17,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230607T125117_20230607T125217_048880_05E0CD_50FD.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230607T130948_20230607T131410_E001.nc,2023-06-07 13:12:41.357913984,2023-06-07 13:13:21.884710016,46
S1A_EW_GRDM_1SDH_20230607T125012_20230607T125117_048880_05E0CD_6267,2023-06-07 12:50:12,2023-06-07 12:51:17,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230607T125012_20230607T125117_048880_05E0CD_6267.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230607T113323_20230607T113451_E001.nc,2023-06-07 11:34:36.863755008,2023-06-07 11:35:12.895660032,41
S1A_EW_GRDM_1SDH_20230606T134852_20230606T134952_048866_05E060_3E2D,2023-06-06 13:48:52,2023-06-06 13:49:52,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230606T134852_20230606T134952_048866_05E060_3E2D.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230606T140031_20230606T140422_E001.nc,2023-06-06 14:03:13.070513920,2023-06-06 14:04:19.755991040,75
S1A_EW_GRDM_1SDH_20230606T134748_20230606T134852_048866_05E060_ED2B,2023-06-06 13:47:48,2023-06-06 13:48:52,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230606T134748_20230606T134852_048866_05E060_ED2B.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230606T122031_20230606T122600_E001.nc,2023-06-06 12:25:20.840844032,2023-06-06 12:25:44.266248960,27
S1A_EW_GRDM_1SDH_20230606T121025_20230606T121125_048865_05E059_1FDC,2023-06-06 12:10:25,2023-06-06 12:11:25,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230606T121025_20230606T121125_048865_05E059_1FDC.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230606T122031_20230606T122600_E001.nc,2023-06-06 12:23:38.191638912,2023-06-06 12:24:43.949751936,74
S1A_EW_GRDM_1SDH_20230606T120921_20230606T121025_048865_05E059_9FCE,2023-06-06 12:09:21,2023-06-06 12:10:25,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230606T120921_20230606T121025_048865_05E059_9FCE.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230606T122031_20230606T122600_E001.nc,2023-06-06 12:24:44.849579008,2023-06-06 12:25:04.643697024,23
S1A_EW_GRDM_1SDH_20230605T144728_20230605T144810_048852_05DFFD_9A9F,2023-06-05 14:47:28,2023-06-05 14:48:10,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230605T144728_20230605T144810_048852_05DFFD_9A9F.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230605T144852_20230605T145431_E001.nc,2023-06-05 14:53:01.076617984,2023-06-05 14:53:43.407492096,48
S1A_EW_GRDM_1SDH_20230605T144628_20230605T144728_048852_05DFFD_4F2E,2023-06-05 14:46:28,2023-06-05 14:47:28,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230605T144628_20230605T144728_048852_05DFFD_4F2E.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230605T144852_20230605T145431_E001.nc,2023-06-05 14:53:45.209499008,2023-06-05 14:54:51.885918080,75
S1A_EW_GRDM_1SDH_20230605T144523_20230605T144628_048852_05DFFD_D4A2,2023-06-05 14:45:23,2023-06-05 14:46:28,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230605T144523_20230605T144628_048852_05DFFD_D4A2.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230605T131100_20230605T131607_E001.nc,2023-06-05 13:16:05.268728960,2023-06-05 13:16:16.075740032,13
S1A_EW_GRDM_1SDH_20230605T144523_20230605T144628_048852_05DFFD_D4A2,2023-06-05 14:45:23,2023-06-05 14:46:28,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230605T144523_20230605T144628_048852_05DFFD_D4A2.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230605T144852_20230605T145431_E001.nc,2023-06-05 14:54:52.787379968,2023-06-05 14:55:07.211431936,17
S1A_EW_GRDM_1SDH_20230605T130746_20230605T130818_048851_05DFF6_C3AE,2023-06-05 13:07:46,2023-06-05 13:08:18,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230605T130746_20230605T130818_048851_05DFF6_C3AE.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230605T131100_20230605T131607_E001.nc,2023-06-05 13:14:56.776142976,2023-06-05 13:15:33.728417024,42
S1A_EW_GRDM_1SDH_20230605T130641_20230605T130746_048851_05DFF6_7BF9,2023-06-05 13:06:41,2023-06-05 13:07:46,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230605T130641_20230605T130746_048851_05DFF6_7BF9.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230605T113518_20230605T113733_E001.nc,2023-06-05 11:36:52.163294976,2023-06-05 11:36:57.573889920,7
S1A_EW_GRDM_1SDH_20230605T130641_20230605T130746_048851_05DFF6_7BF9,2023-06-05 13:06:41,2023-06-05 13:07:46,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230605T130641_20230605T130746_048851_05DFF6_7BF9.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230605T131100_20230605T131607_E001.nc,2023-06-05 13:15:34.630013952,2023-06-05 13:15:57.163222016,26
S1A_EW_GRDM_1SDH_20230604T140521_20230604T140621_048837_05DF80_5CA7,2023-06-04 14:05:21,2023-06-04 14:06:21,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230604T140521_20230604T140621_048837_05DF80_5CA7.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230604T140227_20230604T140619_E001.nc,2023-06-04 14:04:58.681321984,2023-06-04 14:06:05.392694016,75
S1A_EW_GRDM_1SDH_20230604T140417_20230604T140521_048837_05DF80_CC67,2023-06-04 14:04:17,2023-06-04 14:05:21,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230604T140417_20230604T140521_048837_05DF80_CC67.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230604T140227_20230604T140619_E001.nc,2023-06-04 14:06:06.294473984,2023-06-04 14:06:45.975760000,45
S1A_IW_GRDH_1SDH_20230604T122651_20230604T122720_048836_05DF78_2683,2023-06-04 12:26:51,2023-06-04 12:27:20,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230604T122651_20230604T122720_048836_05DF78_2683.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230604T122546_20230604T122756_E001.nc,2023-06-04 12:26:22.505982080,2023-06-04 12:26:35.126425984,15
S1A_EW_GRDM_1SDH_20230604T122550_20230604T122645_048836_05DF77_E402,2023-06-04 12:25:50,2023-06-04 12:26:45,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230604T122550_20230604T122645_048836_05DF77_E402.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230604T122546_20230604T122756_E001.nc,2023-06-04 12:26:42.337026944,2023-06-04 12:27:34.563246976,59
S1A_IW_GRDH_1SDH_20230604T122458_20230604T122527_048836_05DF76_6A20,2023-06-04 12:24:58,2023-06-04 12:25:27,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230604T122458_20230604T122527_048836_05DF76_6A20.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230604T104751_20230604T104855_E001.nc,2023-06-04 10:48:46.284414080,2023-06-04 10:49:06.126602112,23
S1A_EW_GRDM_1SDH_20230603T150257_20230603T150329_048823_05DF19_B004,2023-06-03 15:02:57,2023-06-03 15:03:29,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230603T150257_20230603T150329_048823_05DF19_B004.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230603T145224_20230603T145628_E001.nc,2023-06-03 14:56:01.190163072,2023-06-03 14:56:37.251250944,41
S1A_EW_GRDM_1SDH_20230603T150152_20230603T150257_048823_05DF19_84CD,2023-06-03 15:01:52,2023-06-03 15:02:57,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230603T150152_20230603T150257_048823_05DF19_84CD.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230603T145224_20230603T145628_E001.nc,2023-06-03 14:56:38.153112960,2023-06-03 14:57:04.309432960,30
S1A_EW_GRDM_1SDH_20230603T114456_20230603T114600_048821_05DF0A_235A,2023-06-03 11:44:56,2023-06-03 11:46:00,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230603T114456_20230603T114600_048821_05DF0A_235A.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230603T113713_20230603T113929_E001.nc,2023-06-03 11:37:50.281507072,2023-06-03 11:38:44.335641088,61
S1A_EW_GRDM_1SDH_20230602T142147_20230602T142247_048808_05DE9A_6D8F,2023-06-02 14:21:47,2023-06-02 14:22:47,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230602T142147_20230602T142247_048808_05DE9A_6D8F.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230602T140423_20230602T140815_E001.nc,2023-06-02 14:07:16.879867008,2023-06-02 14:07:53.860624000,42
S1A_EW_GRDM_1SDH_20230602T142043_20230602T142147_048808_05DE9A_F138,2023-06-02 14:20:43,2023-06-02 14:21:47,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230602T142043_20230602T142147_048808_05DE9A_F138.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230602T140423_20230602T140815_E001.nc,2023-06-02 14:07:54.762809088,2023-06-02 14:08:50.704678016,63
S1A_IW_GRDH_1SDH_20230602T124242_20230602T124307_048807_05DE93_BA79,2023-06-02 12:42:42,2023-06-02 12:43:07,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230602T124242_20230602T124307_048807_05DE93_BA79.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230602T122740_20230602T122951_E001.nc,2023-06-02 12:28:42.724163968,2023-06-02 12:29:05.241748992,26
S1A_IW_GRDH_1SDH_20230602T124217_20230602T124242_048807_05DE93_1004,2023-06-02 12:42:17,2023-06-02 12:42:42,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230602T124217_20230602T124242_048807_05DE93_1004.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230602T122740_20230602T122951_E001.nc,2023-06-02 12:29:06.141618048,2023-06-02 12:29:35.879460992,34
S1A_IW_GRDH_1SDH_20230602T124152_20230602T124217_048807_05DE93_6A75,2023-06-02 12:41:52,2023-06-02 12:42:17,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230602T124152_20230602T124217_048807_05DE93_6A75.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230602T122740_20230602T122951_E001.nc,2023-06-02 12:29:36.781092096,2023-06-02 12:29:49.393255040,15
S1A_IW_GRDH_1SDH_20230602T124123_20230602T124152_048807_05DE93_841D,2023-06-02 12:41:23,2023-06-02 12:41:52,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230602T124123_20230602T124152_048807_05DE93_841D.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230602T104946_20230602T105048_E001.nc,2023-06-02 10:50:51.701131008,2023-06-02 10:50:56.213297024,6
S1A_EW_GRDM_1SDH_20230601T151818_20230601T151854_048794_05DE32_F564,2023-06-01 15:18:18,2023-06-01 15:18:54,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230601T151818_20230601T151854_048794_05DE32_F564.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230601T145452_20230601T145825_E001.nc,2023-06-01 14:59:00.233609984,2023-06-01 14:59:02.038615040,3
S1A_EW_GRDM_1SDH_20230601T151818_20230601T151854_048794_05DE32_F564,2023-06-01 15:18:18,2023-06-01 15:18:54,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230601T151818_20230601T151854_048794_05DE32_F564.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230601T145908_20230601T145921_E001.nc,2023-06-01 14:59:45.456267904,2023-06-01 14:59:46.358912000,2
S1A_EW_GRDM_1SDH_20230601T120119_20230601T120223_048792_05DE22_38F0,2023-06-01 12:01:19,2023-06-01 12:02:23,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230601T120119_20230601T120223_048792_05DE22_38F0.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230601T113908_20230601T114124_E001.nc,2023-06-01 11:39:44.856732032,2023-06-01 11:40:37.121448064,59
S1A_EW_GRDM_1SDH_20230531T143712_20230531T143816_048779_05DDC1_DFD6,2023-05-31 14:37:12,2023-05-31 14:38:16,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230531T143712_20230531T143816_048779_05DDC1_DFD6.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230531T140619_20230531T141011_E001.nc,2023-05-31 14:09:43.585816064,2023-05-31 14:10:46.777981952,71
S1A_IW_GRDH_1SDH_20230531T125858_20230531T125923_048778_05DDBA_2944,2023-05-31 12:58:58,2023-05-31 12:59:23,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230531T125858_20230531T125923_048778_05DDBA_2944.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230531T122936_20230531T123147_E001.nc,2023-05-31 12:31:04.265918080,2023-05-31 12:31:06.970844928,4
S1A_IW_GRDH_1SDH_20230531T125833_20230531T125858_048778_05DDBA_0D66,2023-05-31 12:58:33,2023-05-31 12:58:58,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230531T125833_20230531T125858_048778_05DDBA_0D66.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230531T122936_20230531T123147_E001.nc,2023-05-31 12:31:07.872272000,2023-05-31 12:31:37.622732032,34
S1A_IW_GRDH_1SDH_20230531T125804_20230531T125833_048778_05DDBA_8D7B,2023-05-31 12:58:04,2023-05-31 12:58:33,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230531T125804_20230531T125833_048778_05DDBA_8D7B.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230531T122936_20230531T123147_E001.nc,2023-05-31 12:31:38.523595008,2023-05-31 12:32:02.865890944,28
S1A_EW_GRDM_1SDH_20230530T121837_20230530T121937_048763_05DD43_6E10,2023-05-30 12:18:37,2023-05-30 12:19:37,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230530T121837_20230530T121937_048763_05DD43_6E10.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230530T131647_20230530T132159_E001.nc,2023-05-30 13:20:10.637516928,2023-05-30 13:20:16.052827008,7
S1A_EW_GRDM_1SDH_20230530T121732_20230530T121837_048763_05DD43_1E8D,2023-05-30 12:17:32,2023-05-30 12:18:37,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230530T121732_20230530T121837_048763_05DD43_1E8D.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230530T114102_20230530T114319_E001.nc,2023-05-30 11:41:58.342294016,2023-05-30 11:42:40.733773056,48
S1A_IW_GRDH_1SDH_20230529T131623_20230529T131648_048749_05DCDE_140F,2023-05-29 13:16:23,2023-05-29 13:16:48,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230529T131623_20230529T131648_048749_05DCDE_140F.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230529T140814_20230529T141206_E001.nc,2023-05-29 14:11:09.968384000,2023-05-29 14:11:12.676498048,4
