sceneName,s1_start,s1_end,s1_url,cs2_path,cs2_time_min,cs2_time_max,num_matched_points
S1A_IW_GRDH_1SDH_20230529T113610_20230529T113635_048748_05DCD8_6CB7,2023-05-29 11:36:10,2023-05-29 11:36:35,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230529T113610_20230529T113635_048748_05DCD8_6CB7.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230529T105334_20230529T105427_E001.nc,2023-05-29 10:54:11.382462080,2023-05-29 10:54:17.692932992,8
S1A_IW_GRDH_1SDH_20230529T113545_20230529T113610_048748_05DCD8_BDCE,2023-05-29 11:35:45,2023-05-29 11:36:10,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230529T113545_20230529T113610_048748_05DCD8_BDCE.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230529T105334_20230529T105427_E001.nc,2023-05-29 10:54:18.594712064,2023-05-29 10:54:52.898733056,39
S1A_IW_GRDH_1SDH_20230529T113516_20230529T113545_048748_05DCD8_2BAD,2023-05-29 11:35:16,2023-05-29 11:35:45,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230529T113516_20230529T113545_048748_05DCD8_2BAD.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230529T105334_20230529T105427_E001.nc,2023-05-29 10:54:53.802099968,2023-05-29 10:54:58.318927104,6
S1A_EW_GRDM_1SDH_20230528T155113_20230528T155137_048736_05DC7A_004B,2023-05-28 15:51:13,2023-05-28 15:51:37,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230528T155113_20230528T155137_048736_05DC7A_004B.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230528T145958_20230528T150219_E001.nc,2023-05-28 15:02:48.046256000,2023-05-28 15:02:56.178441984,10
S1A_IW_GRDH_1SDH_20230528T141404_20230528T141438_048735_05DC71_74B6,2023-05-28 14:14:04,2023-05-28 14:14:38,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230528T141404_20230528T141438_048735_05DC71_74B6.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230528T145958_20230528T150219_E001.nc,2023-05-28 15:01:25.842896000,2023-05-28 15:02:01.066732032,40
S1A_IW_GRDH_1SDH_20230528T141339_20230528T141404_048735_05DC71_7C6F,2023-05-28 14:13:39,2023-05-28 14:14:04,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230528T141339_20230528T141404_048735_05DC71_7C6F.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230528T145958_20230528T150219_E001.nc,2023-05-28 15:02:01.970074112,2023-05-28 15:02:11.907179008,12
S1A_EW_GRDM_1SDH_20230528T123500_20230528T123600_048734_05DC6B_3C69,2023-05-28 12:35:00,2023-05-28 12:36:00,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230528T123500_20230528T123600_048734_05DC6B_3C69.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230528T131924_20230528T132356_E001.nc,2023-05-28 13:22:02.063634048,2023-05-28 13:23:06.176417024,72
S1A_EW_GRDM_1SDH_20230528T123355_20230528T123500_048734_05DC6B_4568,2023-05-28 12:33:55,2023-05-28 12:35:00,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230528T123355_20230528T123500_048734_05DC6B_4568.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230528T114253_20230528T114436_E001.nc,2023-05-28 11:44:14.540236032,2023-05-28 11:44:32.602635008,21
S1A_EW_GRDM_1SDH_20230526T143101_20230526T143201_048706_05DB92_4475,2023-05-26 14:31:01,2023-05-26 14:32:01,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230526T143101_20230526T143201_048706_05DB92_4475.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230526T150028_20230526T150416_E001.nc,2023-05-26 15:02:41.361872000,2023-05-26 15:03:14.789707008,38
S1A_EW_GRDM_1SDH_20230526T143001_20230526T143101_048706_05DB92_3DBA,2023-05-26 14:30:01,2023-05-26 14:31:01,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230526T143001_20230526T143101_048706_05DB92_3DBA.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230526T150028_20230526T150416_E001.nc,2023-05-26 15:03:15.693336960,2023-05-26 15:04:22.574184960,75
S1A_EW_GRDM_1SDH_20230526T142857_20230526T143001_048706_05DB92_1B48,2023-05-26 14:28:57,2023-05-26 14:30:01,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230526T142857_20230526T143001_048706_05DB92_1B48.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230526T132130_20230526T132553_E001.nc,2023-05-26 13:25:41.724516992,2023-05-26 13:25:46.242115968,6
S1A_EW_GRDM_1SDH_20230526T142857_20230526T143001_048706_05DB92_1B48,2023-05-26 14:28:57,2023-05-26 14:30:01,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230526T142857_20230526T143001_048706_05DB92_1B48.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230526T150028_20230526T150416_E001.nc,2023-05-26 15:04:23.478169984,2023-05-26 15:04:49.696702976,30
S1A_EW_GRDM_1SDH_20230526T125116_20230526T125216_048705_05DB8C_84E8,2023-05-26 12:51:16,2023-05-26 12:52:16,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230526T125116_20230526T125216_048705_05DB8C_84E8.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230526T132130_20230526T132553_E001.nc,2023-05-26 13:24:00.550914048,2023-05-26 13:25:07.403372032,75
S1A_EW_GRDM_1SDH_20230526T125012_20230526T125116_048705_05DB8C_E8FE,2023-05-26 12:50:12,2023-05-26 12:51:16,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230526T125012_20230526T125116_048705_05DB8C_E8FE.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230526T114430_20230526T114709_E001.nc,2023-05-26 11:46:28.192046976,2023-05-26 11:46:31.806056064,5
S1A_EW_GRDM_1SDH_20230526T125012_20230526T125116_048705_05DB8C_E8FE,2023-05-26 12:50:12,2023-05-26 12:51:16,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230526T125012_20230526T125116_048705_05DB8C_E8FE.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230526T132130_20230526T132553_E001.nc,2023-05-26 13:25:08.307515008,2023-05-26 13:25:36.305490944,32
S1A_EW_GRDM_1SDH_20230525T134852_20230525T134952_048691_05DB20_3355,2023-05-25 13:48:52,2023-05-25 13:49:52,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230525T134852_20230525T134952_048691_05DB20_3355.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230525T141203_20230525T141558_E001.nc,2023-05-25 14:14:32.334594944,2023-05-25 14:15:39.416556032,73
S1A_EW_GRDM_1SDH_20230525T134747_20230525T134852_048691_05DB20_3ABB,2023-05-25 13:47:47,2023-05-25 13:48:52,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230525T134747_20230525T134852_048691_05DB20_3ABB.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230525T141203_20230525T141558_E001.nc,2023-05-25 14:15:40.320852096,2023-05-25 14:16:24.634605952,50
S1A_EW_GRDM_1SDH_20230525T121025_20230525T121125_048690_05DB1A_56C3,2023-05-25 12:10:25,2023-05-25 12:11:25,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230525T121025_20230525T121125_048690_05DB1A_56C3.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230525T123521_20230525T123734_E001.nc,2023-05-25 12:35:57.739073024,2023-05-25 12:36:03.164190080,7
S1A_EW_GRDM_1SDH_20230525T120921_20230525T121025_048690_05DB1A_E5E6,2023-05-25 12:09:21,2023-05-25 12:10:25,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230525T120921_20230525T121025_048690_05DB1A_E5E6.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230525T123521_20230525T123734_E001.nc,2023-05-25 12:36:04.068392960,2023-05-25 12:37:14.549444992,79
S1A_EW_GRDM_1SDH_20230524T144627_20230524T144727_048677_05DAC5_D602,2023-05-24 14:46:27,2023-05-24 14:47:27,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230524T144627_20230524T144727_048677_05DAC5_D602.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230524T150225_20230524T150612_E001.nc,2023-05-24 15:05:19.745933056,2023-05-24 15:06:10.389910016,57
S1A_EW_GRDM_1SDH_20230524T144523_20230524T144627_048677_05DAC5_BEFA,2023-05-24 14:45:23,2023-05-24 14:46:27,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230524T144523_20230524T144627_048677_05DAC5_BEFA.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230524T150225_20230524T150612_E001.nc,2023-05-24 15:06:12.198838912,2023-05-24 15:06:49.287907968,42
S1A_EW_GRDM_1SDH_20230524T130745_20230524T130818_048676_05DABE_49AE,2023-05-24 13:07:45,2023-05-24 13:08:18,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230524T130745_20230524T130818_048676_05DABE_49AE.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230524T132335_20230524T132749_E001.nc,2023-05-24 13:26:16.431298048,2023-05-24 13:26:52.577965056,41
S1A_EW_GRDM_1SDH_20230524T130641_20230524T130745_048676_05DABE_8612,2023-05-24 13:06:41,2023-05-24 13:07:45,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230524T130641_20230524T130745_048676_05DABE_8612.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230524T132335_20230524T132749_E001.nc,2023-05-24 13:26:53.482438016,2023-05-24 13:27:59.498626048,74
S1A_EW_GRDM_1SDH_20230523T140521_20230523T140621_048662_05DA4C_1BBE,2023-05-23 14:05:21,2023-05-23 14:06:21,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230523T140521_20230523T140621_048662_05DA4C_1BBE.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230523T141358_20230523T141754_E001.nc,2023-05-23 14:16:56.592811008,2023-05-23 14:17:23.732998912,31
S1A_EW_GRDM_1SDH_20230523T140416_20230523T140521_048662_05DA4C_A2D6,2023-05-23 14:04:16,2023-05-23 14:05:21,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230523T140416_20230523T140521_048662_05DA4C_A2D6.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230523T141806_20230523T141916_E001.nc,2023-05-23 14:18:43.109454080,2023-05-23 14:18:44.014475008,2
S1A_EW_GRDM_1SDH_20230523T140416_20230523T140521_048662_05DA4C_A2D6,2023-05-23 14:04:16,2023-05-23 14:05:21,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230523T140416_20230523T140521_048662_05DA4C_A2D6.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230523T141358_20230523T141754_E001.nc,2023-05-23 14:17:24.637776000,2023-05-23 14:18:29.791142912,73
S1A_EW_GRDM_1SDH_20230523T122550_20230523T122644_048661_05DA43_F55A,2023-05-23 12:25:50,2023-05-23 12:26:44,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230523T122550_20230523T122644_048661_05DA43_F55A.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230523T123716_20230523T123850_E001.nc,2023-05-23 12:38:00.861022976,2023-05-23 12:39:05.072603904,72
S1A_IW_GRDH_1SDH_20230523T122527_20230523T122544_048661_05DA42_6B00,2023-05-23 12:25:27,2023-05-23 12:25:44,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230523T122527_20230523T122544_048661_05DA42_6B00.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230523T123716_20230523T123850_E001.nc,2023-05-23 12:39:14.106755968,2023-05-23 12:39:25.849796992,14
S1A_IW_GRDH_1SDH_20230523T122527_20230523T122544_048661_05DA42_6B00,2023-05-23 12:25:27,2023-05-23 12:25:44,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230523T122527_20230523T122544_048661_05DA42_6B00.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230523T123850_20230523T123929_E001.nc,2023-05-23 12:39:26.731899008,2023-05-23 12:39:26.731899008,1
S1A_EW_GRDM_1SDH_20230522T150256_20230522T150329_048648_05D9E6_B573,2023-05-22 15:02:56,2023-05-22 15:03:29,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230522T150256_20230522T150329_048648_05D9E6_B573.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230522T150420_20230522T150809_E001.nc,2023-05-22 15:07:47.750350976,2023-05-22 15:07:55.894553984,10
S1A_EW_GRDM_1SDH_20230522T150152_20230522T150256_048648_05D9E6_497E,2023-05-22 15:01:52,2023-05-22 15:02:56,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230522T150152_20230522T150256_048648_05D9E6_497E.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230522T150420_20230522T150809_E001.nc,2023-05-22 15:07:56.799595008,2023-05-22 15:08:45.677026944,55
S1A_EW_GRDM_1SDH_20230522T114455_20230522T114600_048646_05D9D7_5290,2023-05-22 11:44:55,2023-05-22 11:46:00,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230522T114455_20230522T114600_048646_05D9D7_5290.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230522T114550_20230522T115059_E001.nc,2023-05-22 11:49:18.506428928,2023-05-22 11:50:02.737732096,50
S1A_EW_GRDM_1SDH_20230521T142247_20230521T142347_048633_05D969_B363,2023-05-21 14:22:47,2023-05-21 14:23:47,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230521T142247_20230521T142347_048633_05D969_B363.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230521T154652_20230521T155811_E001.nc,2023-05-21 15:56:52.916668032,2023-05-21 15:57:15.522696064,26
S1A_EW_GRDM_1SDH_20230521T142042_20230521T142147_048633_05D969_930B,2023-05-21 14:20:42,2023-05-21 14:21:47,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230521T142042_20230521T142147_048633_05D969_930B.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230521T141553_20230521T141949_E001.nc,2023-05-21 14:19:19.388635008,2023-05-21 14:20:25.481639936,74
S1A_IW_GRDH_1SDH_20230521T124216_20230521T124241_048632_05D962_17FB,2023-05-21 12:42:16,2023-05-21 12:42:41,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230521T124216_20230521T124241_048632_05D962_17FB.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230521T123911_20230521T124125_E001.nc,2023-05-21 12:40:40.196140032,2023-05-21 12:40:54.665688960,17
S1A_IW_GRDH_1SDH_20230521T124151_20230521T124216_048632_05D962_7444,2023-05-21 12:41:51,2023-05-21 12:42:16,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230521T124151_20230521T124216_048632_05D962_7444.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230521T123911_20230521T124125_E001.nc,2023-05-21 12:40:55.568861952,2023-05-21 12:41:27.191208960,36
S1A_IW_GRDH_1SDH_20230521T124122_20230521T124151_048632_05D962_E6ED,2023-05-21 12:41:22,2023-05-21 12:41:51,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230521T124122_20230521T124151_048632_05D962_E6ED.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230521T123911_20230521T124125_E001.nc,2023-05-21 12:41:28.093920896,2023-05-21 12:41:38.035794944,12
S1A_EW_GRDM_1SDH_20230520T151818_20230520T151854_048619_05D8FC_E3ED,2023-05-20 15:18:18,2023-05-20 15:18:54,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230520T151818_20230520T151854_048619_05D8FC_E3ED.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230520T150616_20230520T151005_E001.nc,2023-05-20 15:10:18.238466048,2023-05-20 15:10:41.787629056,27
S1A_EW_GRDM_1SDH_20230520T120118_20230520T120207_048617_05D8EC_E327,2023-05-20 12:01:18,2023-05-20 12:02:07,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230520T120118_20230520T120207_048617_05D8EC_E327.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230520T115118_20230520T115253_E001.nc,2023-05-20 11:51:55.045860992,2023-05-20 11:51:55.045860992,1
S1A_EW_GRDM_1SDH_20230519T143815_20230519T143915_048604_05D87F_15B0,2023-05-19 14:38:15,2023-05-19 14:39:15,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230519T143815_20230519T143915_048604_05D87F_15B0.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230519T154845_20230519T160009_E001.nc,2023-05-19 15:59:42.565425024,2023-05-19 16:00:13.348984064,35
S1A_EW_GRDM_1SDH_20230519T143711_20230519T143815_048604_05D87F_5867,2023-05-19 14:37:11,2023-05-19 14:38:15,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230519T143711_20230519T143815_048604_05D87F_5867.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230519T141746_20230519T142145_E001.nc,2023-05-19 14:21:34.709531008,2023-05-19 14:22:14.572396032,45
S1A_IW_GRDH_1SDH_20230519T130012_20230519T130037_048603_05D878_CA60,2023-05-19 13:00:12,2023-05-19 13:00:37,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230519T130012_20230519T130037_048603_05D878_CA60.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230519T141746_20230519T142145_E001.nc,2023-05-19 14:20:21.363579008,2023-05-19 14:20:48.524676992,31
S1A_IW_GRDH_1SDH_20230519T125947_20230519T130012_048603_05D878_3AC1,2023-05-19 12:59:47,2023-05-19 13:00:12,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230519T125947_20230519T130012_048603_05D878_3AC1.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230519T141746_20230519T142145_E001.nc,2023-05-19 14:20:49.430191104,2023-05-19 14:20:54.863234048,7
S1A_IW_GRDH_1SDH_20230519T125832_20230519T125857_048603_05D878_87D2,2023-05-19 12:58:32,2023-05-19 12:58:57,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230519T125832_20230519T125857_048603_05D878_87D2.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230519T124105_20230519T124320_E001.nc,2023-05-19 12:42:54.442299904,2023-05-19 12:42:56.249052032,3
S1A_IW_GRDH_1SDH_20230519T125803_20230519T125832_048603_05D878_1596,2023-05-19 12:58:03,2023-05-19 12:58:32,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230519T125803_20230519T125832_048603_05D878_1596.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230519T124105_20230519T124320_E001.nc,2023-05-19 12:42:57.152457984,2023-05-19 12:43:35.124595072,43
S1A_IW_GRDH_1SDH_20230518T135528_20230518T135541_048589_05D80E_ECC1,2023-05-18 13:55:28,2023-05-18 13:55:41,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230518T135528_20230518T135541_048589_05D80E_ECC1.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230518T132920_20230518T133339_E001.nc,2023-05-18 13:34:03.950804992,2023-05-18 13:34:15.734851968,14
S1A_EW_GRDM_1SDH_20230518T121836_20230518T121936_048588_05D806_3038,2023-05-18 12:18:36,2023-05-18 12:19:36,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230518T121836_20230518T121936_048588_05D806_3038.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230518T132920_20230518T133339_E001.nc,2023-05-18 13:31:28.202764032,2023-05-18 13:32:34.281517056,74
S1A_EW_GRDM_1SDH_20230518T121732_20230518T121836_048588_05D806_7C8E,2023-05-18 12:17:32,2023-05-18 12:18:36,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230518T121732_20230518T121836_048588_05D806_7C8E.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230518T115320_20230518T115447_E001.nc,2023-05-18 11:53:57.206736000,2023-05-18 11:53:57.206736000,1
S1A_EW_GRDM_1SDH_20230518T121732_20230518T121836_048588_05D806_7C8E,2023-05-18 12:17:32,2023-05-18 12:18:36,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230518T121732_20230518T121836_048588_05D806_7C8E.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230518T132920_20230518T133339_E001.nc,2023-05-18 13:32:35.187052032,2023-05-18 13:32:45.147837056,12
S1A_IW_GRDH_1SDH_20230517T145439_20230517T145508_048575_05D7B1_3F68,2023-05-17 14:54:39,2023-05-17 14:55:08,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230517T145439_20230517T145508_048575_05D7B1_3F68.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230517T155354_20230517T160206_E001.nc,2023-05-17 16:02:09.838358016,2023-05-17 16:02:40.646603904,35
S1A_IW_GRDH_1SDH_20230517T145410_20230517T145439_048575_05D7B1_239C,2023-05-17 14:54:10,2023-05-17 14:54:39,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230517T145410_20230517T145439_048575_05D7B1_239C.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230517T155354_20230517T160206_E001.nc,2023-05-17 16:02:41.552850048,2023-05-17 16:02:42.459104000,2
S1A_IW_GRDH_1SDH_20230517T131622_20230517T131647_048574_05D7AB_D935,2023-05-17 13:16:22,2023-05-17 13:16:47,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230517T131622_20230517T131647_048574_05D7AB_D935.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230517T141935_20230517T142343_E001.nc,2023-05-17 14:22:27.983955968,2023-05-17 14:22:54.261092992,30
S1A_IW_GRDH_1SDH_20230517T131557_20230517T131622_048574_05D7AB_F45C,2023-05-17 13:15:57,2023-05-17 13:16:22,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230517T131557_20230517T131622_048574_05D7AB_F45C.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230517T141935_20230517T142343_E001.nc,2023-05-17 14:22:55.166888960,2023-05-17 14:23:23.257190016,32
S1A_IW_GRDH_1SDH_20230517T131528_20230517T131557_048574_05D7AB_934A,2023-05-17 13:15:28,2023-05-17 13:15:57,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230517T131528_20230517T131557_048574_05D7AB_934A.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230517T141935_20230517T142343_E001.nc,2023-05-17 14:23:24.163550976,2023-05-17 14:23:33.226796928,11
S1A_EW_GRDM_1SDH_20230516T155112_20230516T155136_048561_05D749_BA01,2023-05-16 15:51:12,2023-05-16 15:51:36,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230516T155112_20230516T155136_048561_05D749_BA01.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230516T151007_20230516T151358_E001.nc,2023-05-16 15:14:31.410915072,2023-05-16 15:14:33.224483072,3
S1A_IW_GRDH_1SDH_20230516T141404_20230516T141437_048560_05D740_8E25,2023-05-16 14:14:04,2023-05-16 14:14:37,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230516T141404_20230516T141437_048560_05D740_8E25.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230516T151007_20230516T151358_E001.nc,2023-05-16 15:13:06.192594048,2023-05-16 15:13:19.787558016,16
S1A_IW_GRDH_1SDH_20230516T141339_20230516T141404_048560_05D740_F830,2023-05-16 14:13:39,2023-05-16 14:14:04,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230516T141339_20230516T141404_048560_05D740_F830.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230516T151007_20230516T151358_E001.nc,2023-05-16 15:13:20.693796992,2023-05-16 15:13:47.889276928,31
S1A_IW_GRDH_1SDH_20230516T141314_20230516T141339_048560_05D740_946E,2023-05-16 14:13:14,2023-05-16 14:13:39,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230516T141314_20230516T141339_048560_05D740_946E.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230516T151007_20230516T151358_E001.nc,2023-05-16 15:13:48.795878016,2023-05-16 15:14:16.902711040,32
S1A_IW_GRDH_1SDH_20230516T141245_20230516T141314_048560_05D740_C25B,2023-05-16 14:12:45,2023-05-16 14:13:14,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230516T141245_20230516T141314_048560_05D740_C25B.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230516T151007_20230516T151358_E001.nc,2023-05-16 15:14:17.809447040,2023-05-16 15:14:23.249947008,7
S1A_EW_GRDM_1SDH_20230516T123459_20230516T123559_048559_05D73B_C353,2023-05-16 12:34:59,2023-05-16 12:35:59,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230516T123459_20230516T123559_048559_05D73B_C353.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230516T133110_20230516T133535_E001.nc,2023-05-16 13:33:18.935091968,2023-05-16 13:34:25.058611072,74
